F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
30,66.88,-28.71,-24.84,14,908.22,-2.15,-3.38,-11.73,10.15,-12.14,20.89,-9.84,320,,False
3,214.88,-34.29,-25.98,0.88,266.22,5.34,-6.43,-14.79,0.84,-17.64,7.89,-3.78,82,8.47,True
30,276.88,-19.71,-18.4,18.1,953.22,-4.23,-6.61,-9.78,5.5,-11.72,20.89,-8.84,290,,False
3,172.88,-37.83,-26.46,1.82,308.22,0.82,-6.92,-18.03,1.01,-20.56,5.89,-3.31,30,,False
30,176.88,-24.75,-20.74,14,653.22,-2.72,-5.57,-10.74,13.65,-11.54,20.89,-7.64,60,,False
3,200.88,-33.12,-25.24,1.38,329.22,-0.7,-6.63,-16.65,1.88,-17.5,7.89,-3.42,136,8.04,False
30,136.88,-21.87,-23.44,13.6,398.22,-2.1,-3.62,-8.37,13.05,-12.36,10.89,-9.04,190,8,True
3,218.88,-31.95,-25.54,1.64,242.22,-0.72,-7.28,-18.3,1.22,-17.2,9.89,-3.35,144,7.75,True
3,216.88,-40.23,-27.88,0.68,260.22,0.01,-9.04,-12.81,1.04,-18.42,7.89,-3.4,40,7.24,False
3,220.88,-37.47,-26.42,1.88,323.22,0.89,-6.96,-17.13,1.59,-20,7.89,-3.15,18,9.12,True
30,296.88,-22.41,-16.32,16.1,503.22,-4.94,-2.39,-10.26,8.8,-11.68,20.89,-8.99,240,,True
30,336.88,-20.13,-19.62,18.6,638.22,-4.08,-2.14,-15.42,11,-8.14,20.89,-9.69,620,8.41,True
3,202.88,-32.34,-26.84,0.46,242.22,2.82,-6.42,-12.84,0.36,-20.1,7.89,-3.9,14,8.03,True
3,200.88,-40.44,-25.68,1.4,338.22,-0.86,-6.8,-14.22,1.28,-17.32,7.89,-3.56,34,7.63,False
30,36.88,-17.43,-15.76,19.2,518.22,-4.73,-3.36,-15.81,7.8,-8.38,20.89,-8.99,590,7.48,False
3,192.88,-31.5,-26.48,1.02,251.22,-0.96,-6.52,-15.54,0.55,-19.24,7.89,-3.8,110,,True
3,188.88,-36,-25.94,1.56,356.22,-0.18,-6.98,-13.44,0.81,-19.04,9.89,-3.23,58,8.58,False
3,192.88,-37.65,-26.96,0.84,305.22,-0.09,-7.49,-12.3,1.3,-19.24,9.89,-2.98,4,,False
30,286.88,-24.45,-21.22,10.9,728.22,-3.34,-5.37,-9.78,13.35,-16.9,20.89,-8.34,120,,False
30,256.88,-20.46,-15.9,11.6,413.22,-5.17,-3.15,-10.62,7.1,-8.7,20.89,-10.84,480,9.66,True
3,184.88,-34.08,-25.48,1.22,251.22,-0.89,-6.97,-14.22,0.2,-18.84,7.89,-3.57,52,8.32,True
30,96.88,-21.66,-18.6,11.6,653.22,-3.88,-3.06,-12.75,6.35,-11.84,10.89,-8.79,170,7.43,False
3,170.88,-32.43,-25.8,0.34,302.22,0.04,-6.51,-14.88,1.07,-20.74,5.89,-3.74,26,,False
3,204.88,-33.9,-26.06,0.08,359.22,-0.32,-8.41,-11.76,1.38,-17.98,9.89,-3.8,42,8.91,True
3,152.88,-37.44,-25.66,1.18,269.22,-0.22,-6.87,-15.87,1.99,-18.4,5.89,-3.24,50,8.34,False
3,218.88,-33.39,-26.28,0.18,317.22,-0.86,-7.26,-17.28,0.72,-21.02,7.89,-3.81,66,7.13,False
30,216.88,-19.95,-16.2,15,458.22,-4.91,-1.66,-11.37,7.4,-7.4,20.89,-9.99,490,7.7,True
30,126.88,-16.14,-14.98,20.4,338.22,-5.22,-4.16,-12.81,8.2,-6.36,10.89,-10.04,280,8.11,True
3,200.88,-34.14,-26.6,0.92,359.22,-0.04,-7.05,-14.64,1.79,-20.36,7.89,-3.13,8,6.69,False
30,26.88,-16.95,-15.5,19.1,533.22,-5.03,-2.89,-13.41,10.3,-9.24,20.89,-9.54,290,8.53,True
30,166.88,-18.9,-20.52,12.5,338.22,-6.21,-1.73,-15.96,12.75,-8.2,10.89,-11.74,720,,True
30,156.88,-20.94,-22.34,12.2,818.22,-3.94,-3.29,-13.95,10.8,-12.24,20.89,-9.54,240,7.61,False
3,192.88,-34.68,-25.52,1.22,362.22,3.55,-6.54,-22.08,1.11,-18.36,9.89,-3.55,92,,False
30,66.88,-23.28,-17.7,18.5,413.22,-5.64,-2.11,-16.74,9.85,-7.76,20.89,-8.44,730,8.01,False
30,236.88,-28.71,-27.04,12.5,683.22,-4.79,-2.59,-18.48,8.15,-9.64,30.89,-9.39,130,6.22,False
3,198.88,-32.04,-25.22,1.38,263.22,-0.5,-6.74,-13.02,1.55,-17.32,7.89,-3.51,2,,True
3,178.88,-36.81,-30.84,2,317.22,-0.13,-6.41,-14.07,2.03,-17.98,5.89,-3.78,26,8.19,True
30,326.88,-20.04,-20.78,12.2,473.22,-5.29,-2.02,-18.99,6.7,-9.14,30.89,-9.59,410,8.37,True
30,146.88,-20.73,-18.96,16.9,608.22,-3.18,-2.63,-11.79,6.45,-8.82,10.89,-8.34,210,,False
30,76.88,-17.67,-17.24,17.7,863.22,-1.37,-3.71,-16.35,8.3,-11.82,10.89,-10.24,690,7.62,False
30,286.88,-20.58,-19.96,10.7,353.22,-2.92,-2.73,-12.45,12.95,-20.26,30.89,-8.59,700,,False
3,218.88,-39.81,-25.46,1.88,269.22,0.02,-7.85,-12.84,0.23,-17.46,9.89,-3.13,64,,False
3,224.88,-33.27,-26.8,2,356.22,-0.14,-6.61,-14.31,0.32,-17.54,9.89,-3.53,6,7.28,True
30,16.88,-23.07,-15.28,10.3,653.22,-5.85,-1.35,-12.96,8.4,-10.3,10.89,-12.44,160,8.22,True
3,198.88,-33.06,-25.76,1.82,293.22,-0.37,-11.18,-17.25,1.58,-26.48,7.89,-3.03,34,,False
30,346.88,-21.18,-17.56,15.5,428.22,-5.2,-2.18,-9.99,7.5,-13.02,20.89,-9.19,600,8.52,True
3,226.88,-37.17,-28.36,1.9,320.22,1.2,-6.79,-13.77,0.28,-23,7.89,-3.66,52,8.97,True
3,226.88,-33.03,-31.4,1.52,329.22,-0.37,-8.59,-13.56,1.13,-17.62,9.89,-3.22,66,,False
30,76.88,-18.84,-17.06,20.1,368.22,-5.53,-2.84,-11.91,6,-8.1,20.89,-8.69,130,,True
3,156.88,-32.52,-33.52,1.2,305.22,1.49,-6.57,-15.45,0.81,-17.7,7.89,-3.62,70,,True
30,206.88,-24.45,-21.28,11.9,938.22,-4.02,-5.02,-13.8,8.15,-13.32,20.89,-9.49,460,7.29,False
3,154.88,-33.96,-27.84,1.7,320.22,0.58,-6.9,-13.08,1.62,-18.52,7.89,-2.87,16,,False
30,276.88,-23.73,-17.14,11.3,488.22,-2.11,-4.29,-14.55,6.35,-12.44,30.89,-9.99,780,6.21,False
3,198.88,-33.75,-27.64,0.18,278.22,0.79,-6.96,-13.71,1.39,-21.12,9.89,-3.54,138,,False
3,148.88,-37.26,-25.66,1.34,329.22,-0.24,-6.74,-16.17,1.62,-24.58,7.89,-3.58,82,,True
3,204.88,-31.89,-26.44,1.54,281.22,1.87,-9.63,-14.07,0.56,-20.12,9.89,-3.59,142,,True
30,46.88,-17.73,-24.64,19.5,653.22,-4.86,-2.26,-12.09,8.2,-16.12,10.89,-8.89,30,,True
30,26.88,-26.28,-18.08,13.6,758.22,-4.91,-3.06,-14.67,10.55,-8.9,10.89,-10.09,90,7.1,False
30,296.88,-28.17,-21.32,13.3,908.22,-3.73,-3.76,-8.28,11.05,-11.68,30.89,-8.34,370,5.91,False
3,216.88,-37.38,-25.04,1.96,242.22,0.82,-6.43,-16.59,0.33,-18.54,9.89,-3.52,100,,True
3,216.88,-37.56,-29.2,1.18,251.22,1.33,-6.45,-17.46,0.36,-22.28,9.89,-3.46,30,,True
3,220.88,-32.58,-26.92,1.82,263.22,-0.92,-6.74,-13.38,1.53,-18.78,7.89,-3.67,34,,True
3,206.88,-33.06,-28.38,1.76,236.22,0.1,-7.12,-14.58,2.08,-20.04,9.89,-3.01,142,7.64,False
30,6.88,-19.26,-16.22,18,428.22,-5.81,-2.48,-16.77,12.4,-7.96,20.89,-9.19,670,,False
30,146.88,-19.8,-23.34,11.4,758.22,-4.75,-2.44,-10.92,10.2,-9.48,20.89,-10.59,190,,True
3,212.88,-33.63,-26.34,0.16,266.22,-0.19,-8.95,-12.24,1.14,-17.92,9.89,-3.11,26,,False
30,56.88,-27.36,-21.86,13.2,758.22,-5.26,-2.23,-9.6,8.9,-10.58,10.89,-10.14,30,,False
3,168.88,-35.64,-27.1,1.62,251.22,-0.86,-7.47,-18.81,1.32,-20.74,7.89,-3.6,116,,True
3,222.88,-33.63,-30.2,1.82,284.22,-0.69,-6.95,-21.6,0.29,-19.98,9.89,-3.64,52,9.72,True
3,222.88,-32.19,-28.66,1.9,344.22,0.05,-6.61,-15.36,1.69,-18.84,7.89,-3.32,60,,True
3,204.88,-37.83,-26.82,0.66,341.22,3.33,-8.22,-25.5,0.72,-24.6,7.89,-3.77,30,,False
30,266.88,-25.95,-18.02,11.5,638.22,-4.05,-2.81,-20.22,6.9,-16.26,20.89,-9.19,720,7.6,False
30,216.88,-18.96,-18.14,11.4,293.22,-5.51,-3,-10.14,14.95,-8.62,20.89,-9.89,760,10.04,True
30,36.88,-22.17,-16.38,10.6,638.22,-2.69,-2.28,-16.02,10,-8.9,10.89,-10.49,590,,False
3,188.88,-39.72,-29.74,0.52,362.22,0.41,-9.91,-12.96,1.68,-18.08,7.89,-3.48,2,8.34,False
3,160.88,-34.23,-25.06,1.5,260.22,-0.78,-7.59,-16.98,0.44,-19.9,5.89,-3.37,6,8.41,True
30,116.88,-18.27,-17.5,19.8,683.22,-1.96,-4.32,-15.63,10.95,-10.76,10.89,-9.54,430,,True
30,66.88,-22.65,-16.1,17.9,383.22,-6,-1.34,-17.64,8.55,-9.46,10.89,-9.54,530,7.19,False
30,226.88,-18.72,-20.62,11.8,668.22,-4.82,-3.75,-10.98,8.65,-11.2,30.89,-11.19,550,8.94,True
3,190.88,-31.74,-26.78,1.66,293.22,-0.94,-10.34,-12.45,1.54,-17.74,7.89,-3.58,44,8.11,True
3,230.88,-36.66,-31.58,0.94,236.22,0.16,-6.66,-11.79,0.82,-19.6,9.89,-3.07,20,,True
3,180.88,-32.4,-25.02,1.12,239.22,-1.06,-6.66,-13.05,1.26,-18.12,7.89,-3.81,52,,True
3,190.88,-34.08,-29.92,2.04,275.22,0.6,-7,-13.59,0.53,-20.44,7.89,-3.24,14,,False
30,56.88,-18.69,-18.58,14.2,533.22,-5.01,-4.16,-12.3,9.2,-11.98,20.89,-9.39,20,8.1,True
3,228.88,-33.06,-29.96,1.78,248.22,-0.46,-6.94,-13.5,1.72,-17.04,7.89,-3.66,96,9.94,True
30,36.88,-20.46,-20.02,10.1,563.22,-3.05,-2.77,-14.61,12.4,-13.22,20.89,-9.44,430,,False
30,176.88,-21.18,-17.06,10.4,413.22,-3.81,-4.95,-16.02,8.35,-9.5,10.89,-9.34,470,,False
3,198.88,-43.29,-27.94,0.68,260.22,0.06,-7.6,-12.87,0.8,-18.8,9.89,-3.41,66,6.94,False
3,188.88,-33.45,-26.36,1.22,257.22,0.31,-8.87,-14.79,1.48,-19.92,7.89,-3,18,,False
3,176.88,-32.07,-26.28,0.86,350.22,0.77,-6.52,-18.12,0.18,-19.3,7.89,-3.71,26,,False
30,386.88,-19.32,-17.4,17.2,788.22,-5.42,-4.51,-10.53,5.85,-13.58,30.89,-9.89,700,,True
30,276.88,-24.48,-22.18,12.2,848.22,-3.38,-7.32,-12.42,13.5,-13.54,20.89,-8.84,280,6.67,False
3,174.88,-33.06,-26.42,1.16,296.22,0.75,-7.68,-14.31,1.24,-21.74,5.89,-3.83,60,9.28,True
30,156.88,-21.84,-17.92,18.2,803.22,-4.06,-3.09,-15.63,7.15,-12.18,20.89,-8.14,740,,False
3,186.88,-36.45,-25.86,1.74,263.22,1.19,-8.18,-24.3,0.52,-18.66,8.89,-3.61,86,9.1,True
3,202.88,-36.93,-34.56,1.58,323.22,0.14,-7.75,-15,1.45,-20.98,7.89,-3.08,68,,False
30,46.88,-24.18,-20.66,10.9,563.22,-2.74,-4.53,-16.65,9.9,-10.9,10.89,-8.44,530,,False
30,126.88,-21.45,-16.9,19.1,818.22,-4.03,-4.63,-16.5,7.5,-9.14,20.89,-8.29,770,,False
3,212.88,-44.19,-25.16,0.76,308.22,0.11,-6.33,-16.95,1.11,-17.74,7.89,-3.88,108,7.45,True
3,168.88,-36.6,-26.04,0.86,356.22,-0.75,-6.82,-14.91,1.56,-21.74,7.89,-3.72,72,,False
30,216.88,-22.89,-20.8,11,578.22,-3.63,-3.57,-9.42,9.3,-11.8,30.89,-8.14,50,,False
3,198.88,-35.64,-26.5,0.02,233.22,0.21,-6.86,-16.92,0.25,-17.3,9.89,-3.78,68,,True
30,306.88,-20.19,-17.82,16.7,383.22,-5.32,-2.04,-13.59,8.8,-12.02,20.89,-8.34,580,9.35,True
3,196.88,-34.14,-26,0.92,311.22,0.01,-7.07,-12.69,1.86,-18,9.89,-2.79,64,,False
30,296.88,-23.52,-25.14,14.5,773.22,-4.18,-3.16,-17.46,6.05,-10.74,30.89,-8.44,20,6.58,False
3,204.88,-35.1,-25.64,1.42,284.22,1.64,-7.48,-14.22,0.67,-24.54,7.89,-3.77,16,9.98,True
3,176.88,-35.1,-25.8,0.6,290.22,0.21,-6.91,-14.43,1.16,-18.46,5.89,-3.74,14,,False
30,16.88,-23.31,-23.3,16.6,563.22,-4.03,-2.68,-15.39,11.05,-11.24,10.89,-7.84,380,5.41,False
30,166.88,-17.79,-17.92,13.1,698.22,-4.01,-2.54,-15.45,8.25,-7.04,20.89,-12.74,430,8.66,True
30,16.88,-19.02,-16.76,15.6,743.22,-4.91,-6.53,-12.51,7.35,-19.52,10.89,-9.24,90,6.29,False
30,56.88,-17.46,-18.76,19.7,278.22,-5.85,-5.81,-21.66,6.25,-7.72,20.89,-8.79,650,,False
30,156.88,-30.15,-19.16,13.5,413.22,-4.95,-2.14,-16.05,13.75,-8.72,20.89,-8.99,280,8.14,False
30,136.88,-22.08,-17.38,15.8,653.22,-5.85,-4.27,-15.18,7.35,-11.98,20.89,-11.69,590,8.42,True
0,224.88,-34.08,-26.64,1.24,290.22,0.28,-6.65,-13.05,0.54,-17.5,7.89,-2.95,40,6.74,False
3,198.88,-37.53,-25.4,1.18,299.22,1.48,-7.7,-13.77,1.11,-18.36,9.89,-3.37,20,8.64,True
3,218.88,-34.11,-25.92,0.82,329.22,-0.18,-9.25,-22.68,1.34,-23.82,7.89,-2.85,4,6.86,False
30,46.88,-27.72,-17,17.8,668.22,-4.38,-1.6,-13.29,9.5,-8.02,10.89,-9.99,380,8.06,False
3,192.88,-33.99,-35.84,1.56,317.22,0.15,-7.43,-12.75,1.22,-18.64,9.89,-2.96,6,7.66,False
3,208.88,-32.34,-25.44,1.6,332.22,-0.84,-7.07,-15.06,1.84,-18.56,7.89,-3.48,46,9.36,True
30,296.88,-24.72,-18.14,16.4,893.22,-4.21,-2.67,-11.76,5.4,-9.54,30.89,-9.09,170,7.36,False
3,166.88,-36.99,-37.68,1.26,347.22,0.06,-6.78,-19.26,1.33,-19.52,5.89,-3.32,6,,False
3,166.88,-34.77,-27.18,1.36,266.22,-1.1,-7.48,-17.25,1.31,-17.3,5.89,-3.86,122,6.88,True
30,-3.12,-36,-18.82,12.5,458.22,-3.93,-2.65,-19.65,10.45,-12.62,10.89,-8.44,240,,False
3,184.88,-36.99,-25.7,1.34,353.22,-0.53,-7.12,-15.9,1.6,-18,7.89,-3.49,20,8.81,False
30,166.88,-33.78,-20.3,14.4,788.22,-4.45,-3.11,-14.49,13.7,-13.86,10.89,-9.09,480,7.62,False
30,96.88,-16.59,-15.76,17.3,773.22,-4.78,-1.8,-16.38,10.1,-9.86,10.89,-10.84,570,,False
3,184.88,-41.34,-28.8,1.28,356.22,0.91,-9.89,-18.45,0.42,-20.8,7.89,-3.58,20,,False
3,206.88,-32.04,-35.06,1.46,329.22,0.35,-7.43,-23.64,0.31,-18.58,7.89,-3.85,100,,True
3,216.88,-34.5,-30.06,1.94,302.22,0.02,-9.63,-15.69,0.34,-17.62,9.89,-3.71,98,8.75,True
30,306.88,-23.73,-19.6,12.6,698.22,-4.81,-2.39,-8.07,5.75,-10.3,20.89,-9.54,40,7.88,False
3,224.88,-33.27,-25.64,1.56,314.22,2.62,-6.92,-12.36,1.68,-20.88,7.89,-2.92,58,7.65,False
30,156.88,-19.65,-20.44,16.8,833.22,-4.77,-4.27,-11.4,9.45,-9.62,20.89,-8.79,560,6.65,False
30,346.88,-19.14,-17.64,16.6,383.22,-5.58,-2.53,-7.92,7.1,-9.06,20.89,-8.84,110,6.66,False
30,16.88,-22.23,-18.94,12,923.22,-3.76,-4.99,-13.35,7.3,-10.16,20.89,-10.19,400,6.27,False
30,186.88,-21.75,-19.32,17.5,893.22,-4.35,-2.59,-8.94,7.1,-12.18,20.89,-9.09,20,,False
3,192.88,-32.58,-29.32,0.36,236.22,1.82,-8.79,-16.59,1,-17.58,7.89,-3.55,18,,False
3,220.88,-32.34,-25.9,1.52,260.22,0.47,-6.66,-16.23,0.89,-19.56,9.89,-3.54,42,9.48,True
3,194.88,-32.79,-25.6,0.42,335.22,-0.66,-8,-14.13,0.55,-19.48,9.89,-3.62,20,,False
3,192.88,-35.88,-29.14,0.58,311.22,-0.66,-7.77,-16.35,0.86,-17.96,7.89,-3.58,54,,False
30,136.88,-18.48,-19.6,14.5,878.22,-3.5,-2.35,-15.15,7.05,-9,20.89,-10.49,600,6.48,False
30,36.88,-16.68,-15.78,13.8,278.22,-5.51,-1.5,-22.2,6.45,-10.08,20.89,-10.39,250,9.12,True
30,246.88,-21.24,-18.56,18.5,233.22,-5.48,-2.04,-12.66,5.5,-7.68,30.89,-8.19,650,9.14,True
3,166.88,-33.3,-31.28,1.54,338.22,0.11,-7.25,-12.84,2.11,-18.34,5.89,-3,32,,False
30,26.88,-18.48,-15.66,14.5,533.22,-5.26,-1.64,-17.43,7.35,-10.94,10.89,-10.09,440,6.79,False
30,206.88,-28.44,-26.64,13.3,668.22,-3.48,-4.42,-8.13,11.15,-13.1,30.89,-7.69,400,,False
3,178.88,-34.83,-30.8,1.14,353.22,0.39,-6.77,-13.62,0.32,-22.42,7.89,-3.74,12,7.92,False
3,218.88,-34.29,-25.2,0.46,287.22,-0.54,-7.44,-12.63,0.57,-25.44,7.89,-3.69,18,8.1,True
3,202.88,-34.53,-25.56,1.44,248.22,-0.65,-6.45,-12.87,1.54,-18.56,9.89,-3.6,48,9,True
3,172.88,-32.61,-31.34,1.26,293.22,4.78,-6.57,-20.88,1.44,-19.54,5.89,-3.36,30,,False
30,6.88,-19.8,-18.7,10.2,623.22,-3.85,-3.27,-15.54,10.55,-12.26,10.89,-10.94,690,,False
0,222.88,-36.87,-26.06,0.2,341.22,0.29,-7.95,-16.53,0.39,-21.4,7.89,-3.44,18,,False
30,216.88,-26.82,-18.28,11.6,668.22,-4.09,-4.47,-12.48,13.35,-11.94,30.89,-9.09,530,,False
3,208.88,-36.03,-32.26,0.4,344.22,-0.69,-8.35,-15.21,1.46,-18.08,9.89,-3.52,14,8.5,True
3,150.88,-33.27,-27.56,0.28,245.22,1.35,-6.82,-16.05,1.78,-18.9,7.89,-3.62,12,,False
3,180.88,-43.44,-25.62,1.08,245.22,-0.18,-8.69,-18.54,2.09,-18,7.89,-3.04,14,,False
3,212.88,-40.26,-26.18,1.64,266.22,2.8,-6.93,-15.57,0.56,-17.26,7.89,-3.74,86,,True
30,246.88,-25.98,-16.76,16.4,533.22,-4.41,-4.2,-16.86,7.75,-13.08,30.89,-8.64,160,,False
3,208.88,-32.94,-25.38,0.02,299.22,1.07,-7.77,-14.85,0.11,-21.72,9.89,-3.54,4,6.68,False
3,168.88,-37.14,-28.4,1.14,290.22,0.04,-7.24,-13.23,1.48,-17.8,7.89,-2.96,12,6.73,False
3,208.88,-35.4,-29.76,0.72,353.22,2.92,-7.08,-17.4,1.46,-25.94,7.89,-3.09,34,,False
3,208.88,-32.19,-30.5,1.92,353.22,-0.36,-6.67,-12.57,0.63,-17.6,7.89,-3.5,38,8.52,False
30,286.88,-24.57,-19.34,16.3,623.22,-4.82,-2.03,-9.9,9.9,-9.7,30.89,-8.89,540,8.46,True
30,216.88,-17.94,-16.04,13.1,353.22,-3.8,-2.31,-9.18,9.05,-8.74,20.89,-10.29,280,,True
30,46.88,-30.84,-21.56,11.2,773.22,-1.89,-8.3,-16.26,6.8,-13.2,20.89,-7.69,280,,False
30,376.88,-19.44,-24.06,11.2,548.22,-2.75,-4.26,-8.04,14,-8.88,30.89,-9.84,570,6.38,False
3,166.88,-39.15,-25.42,1.5,350.22,-0.47,-8.21,-17.67,0.72,-19.84,7.89,-3.58,72,8.7,True
30,86.88,-20.67,-18.84,18,743.22,-5.92,-1.32,-17.52,7.35,-7.08,20.89,-10.64,210,,True
30,166.88,-25.17,-17,12.5,263.22,-5.94,-2.7,-13.95,6.1,-8.08,20.89,-12.29,610,,True
30,216.88,-19.08,-17.24,19.7,698.22,-3.95,-2.99,-14.22,7.05,-9.56,20.89,-8.79,740,,False
30,126.88,-20.28,-17.24,12.5,773.22,-4.54,-5.67,-17.43,8,-11.24,10.89,-9.79,680,6.04,False
30,146.88,-26.43,-17.14,14,773.22,-3.57,-3.73,-11.88,14.9,-9.3,10.89,-9.49,470,,False
30,186.88,-20.55,-16.22,16.1,638.22,-1.84,-4.23,-14.58,7,-8.86,10.89,-9.19,440,,False
3,150.88,-47.73,-25.62,1.5,251.22,0.71,-7.39,-17.52,0.19,-20.16,7.89,-3.45,30,,True
30,336.88,-21.81,-17.94,15.5,833.22,-5.37,-4.08,-17.52,8.2,-8.52,20.89,-10.69,340,9.83,True
30,26.88,-29.82,-18.04,11.4,893.22,-4.45,-2.64,-17.97,9.7,-9.28,10.89,-10.69,260,,False
0,208.88,-34.65,-27.8,1.38,275.22,-0.61,-7.56,-14.49,1.12,-22.86,9.89,-3.28,52,,True
3,208.88,-34.92,-25.82,0.62,248.22,2.18,-7.32,-24.27,1.7,-19.14,7.89,-3.3,74,,False
30,386.88,-26.49,-31.74,10.1,698.22,-3.02,-4.69,-11.58,7.75,-16.54,20.89,-8.19,340,,False
3,148.88,-32.88,-25.3,0.88,326.22,2.52,-7.51,-13.95,1.55,-18.38,7.89,-3.71,132,,True
3,202.88,-35.97,-30.66,0.68,368.22,0.5,-8.71,-16.11,1.91,-23.26,7.89,-3.48,118,,False
30,96.88,-30.33,-16.32,11.7,293.22,-5.17,-2.44,-17.34,11.3,-16.14,10.89,-9.19,690,7.62,False
30,196.88,-18.24,-14.86,13.5,713.22,-5.47,-1.33,-17.37,6.55,-7.78,15.89,-11.89,630,,False
30,156.88,-21.63,-17.44,14.9,593.22,-2.3,-3.63,-8.97,12.1,-9.44,10.89,-8.54,270,7.2,False
3,216.88,-43.02,-29.08,1.64,245.22,-0.62,-6.49,-11.61,1.83,-19.12,9.89,-3.29,56,,True
3,188.88,-36.42,-28.56,1.06,317.22,-0.58,-7.03,-17.49,0.97,-19.72,9.89,-3.67,14,,True
3,188.88,-33.45,-25.78,0.98,302.22,2.14,-9.24,-17.52,0.71,-17.9,7.89,-3.55,70,,False
30,156.88,-24.6,-18.24,13.5,908.22,-3.71,-3.31,-11.55,10.95,-16.78,20.89,-9.39,200,7.32,False
3,156.88,-32.28,-26.34,1.66,338.22,0.84,-8.09,-12.6,1.52,-18.92,7.89,-3.14,8,8.17,False
3,216.88,-31.77,-30.4,1.58,272.22,0.53,-7.93,-17.82,1.57,-17.18,9.89,-3.41,60,8.9,True
30,306.88,-29.19,-15.58,12.2,398.22,-5.33,-1.7,-8.79,5.15,-9.98,20.89,-11.04,250,,True
30,226.88,-18.99,-16.34,10.7,773.22,-4.72,-2.44,-16.71,7.05,-8.84,20.89,-11.04,650,6.84,False
30,136.88,-22.71,-18.5,15.9,908.22,-2.66,-4.09,-13.32,5.55,-10.92,20.89,-8.59,160,,False
30,26.88,-25.2,-20.48,18.5,713.22,-6.04,-1.35,-21.57,6,-7.7,10.89,-10.49,500,6.44,False
3,160.88,-33.9,-28.7,1.88,281.22,2.67,-6.42,-13.14,1.3,-19.86,5.89,-3.37,48,8.96,True
30,306.88,-27.18,-17.26,15.9,698.22,-5.54,-1.98,-8.28,6.1,-7.84,15.89,-10.04,10,8.61,True
3,158.88,-33.3,-24.96,1.68,266.22,-0.68,-7.95,-13.83,1.34,-17.66,5.89,-3.74,132,,True
30,316.88,-27.96,-18.46,12.8,638.22,-2.51,-2.59,-14.37,14.85,-16.28,30.89,-9.19,470,8.05,False
3,180.88,-34.38,-26.52,1.7,284.22,-0.82,-6.53,-13.29,0.88,-18.54,7.89,-3.62,44,,True
30,156.88,-25.44,-16.7,12.4,773.22,-1.6,-2.05,-10.74,8.15,-8.92,20.89,-11.44,390,,True
30,216.88,-18.84,-18.42,16.7,413.22,-4.65,-6.93,-12.18,9.3,-7.9,20.89,-8.84,640,,False
30,26.88,-20.37,-18.36,16.2,728.22,-4.52,-3.32,-14.85,7.5,-8.16,10.89,-10.04,550,6.76,False
30,176.88,-33.45,-17.3,15,323.22,-5.37,-2.03,-20.73,8,-9.96,20.89,-8.69,280,,True
3,208.88,-38.37,-26.18,1.32,338.22,-0.58,-7.09,-13.23,1.24,-19.56,9.89,-3.26,44,7.99,False
3,156.88,-37.53,-27.04,0.56,275.22,0.46,-6.94,-13.11,0.85,-23.88,7.89,-3.44,20,7.7,False
30,256.88,-22.71,-18.96,14.6,473.22,-1.4,-3.09,-9.27,11.6,-11.94,30.89,-7.64,440,,False
3,200.88,-34.68,-25.22,0.76,308.22,-0.46,-7.23,-14.7,1.02,-18.16,7.89,-3.64,68,,False
3,166.88,-43.53,-25.84,1.8,344.22,1.18,-7.07,-13.53,0.62,-18.34,7.89,-3.39,36,8.37,False
30,116.88,-17.28,-20.12,10.2,368.22,-5.21,-5,-9.15,10.5,-8,20.89,-10.94,300,,True
30,36.88,-17.4,-16.88,12,248.22,-5.11,-1.79,-14.37,9.65,-16.16,10.89,-11.19,200,7.9,True
30,366.88,-22.95,-19.48,14.7,683.22,-2.58,-4.25,-13.47,8.1,-15.34,20.89,-7.79,220,6.57,False
3,160.88,-35.22,-33.64,1.74,281.22,0.72,-6.73,-13.41,0.71,-17.48,5.89,-3.56,42,9.52,True
30,156.88,-21.45,-20.62,11.5,653.22,-4.45,-3.32,-12.27,11.85,-9.8,20.89,-9.39,700,7.14,False
30,336.88,-23.31,-19.04,12.3,743.22,-2.95,-4.55,-9.15,13.35,-14.68,20.89,-8.54,310,6.54,False
30,346.88,-28.71,-18.56,18.3,428.22,-4.24,-1.57,-11.61,9.6,-7.82,20.89,-9.54,490,8.97,True
3,182.88,-33.24,-25.02,1.14,287.22,-0.62,-6.3,-13.32,0.77,-17,7.89,-3.81,6,,True
3,172.88,-32.34,-26.64,1.34,275.22,-0.9,-8.13,-16.17,0.64,-19.78,5.89,-3.44,36,,True
3,192.88,-35.19,-25.52,0.78,251.22,1.75,-8.17,-15.36,0.61,-18.48,9.89,-3.59,12,,True
3,210.88,-32.94,-26.08,0.34,299.22,0.2,-10.15,-13.65,0.79,-17.44,9.89,-3.66,6,,True
3,204.88,-35.22,-32.32,0.3,284.22,0.45,-7.72,-12.39,1.77,-19.72,9.89,-3.55,80,7.88,False
3,174.88,-33.21,-24.76,0.88,257.22,-0.55,-8,-15.27,0.73,-16.92,7.89,-3.83,56,,True
30,116.88,-22.17,-16.64,12.8,758.22,-3.9,-3.21,-16.47,6.5,-9.58,20.89,-10.24,100,7.12,True
3,146.88,-34.83,-30.24,0.74,290.22,1.81,-7.02,-15.27,1.11,-17.22,5.89,-3.68,2,,True
